HOSPITAL,,,Reviewer,"RATING CATEGORIES (Score 1-5, 1 = low/bad, 5 = high, outstanding)",,,,,,,,,,REVIEWS,,,
Hospital Name,Hospital City,Hospital State ,Reviewer's Name,Onboarding & Orientation,Culture & Friendliness Toward Travelers,Facility Location,Safety & Patient Ratios,Management & Leadership,Patient Acuity,Housing Options,Pay,Diversity & Inclusion,Would You Return?,Review Title,Review,Source Website,Date Posted 
Ann & Robert H. Lurie Children's Hospital of Chicago,Chicago,IL,Anonymous,4,4,4,3,3,,,,,,Pediatrics — Syndicated Review,"PICU: Be prepared to be tripled with intubated or trachs. There is a Charge A and B along with a 3rd clin to ""support you"". All they do isome around a few times at night to see if you're okay. They go to Rapid Responses in the hospital so they're barely available. You have to rely on your neighbors who are slammed busy as well. They're traveler friendly, but will give you the annoying assignments the staff doesn't want to care for, or you will just get a really inappropriate assignment that risks patient safety. The staff is exhausted from no support. The ED is slammed 24/7 with patients up to 100 sitting and waiting. They will PICU board for days because the PICU has no beds or staff to take those beds. PICU is a 60 bed unit, but blocked at 45 because of staffing needs. They will go over some days. You do have to pay for parking. Day shift is $14/day and nights is $10/day. Housing is expensive for Chicago, but public transport is close by within two block walking. I'm currently on a local assignment so I drive 40 min to work, it's not a bad drive. Scrub color: anything but royal, wear a Tshirt or sweatshirt if you want Charting: EPIC Phone: Volte Pump: Alaris brain and channel Syringe pump is different Ventilators: Servo, Drager, Trilogy, Astral, LTV, Trilogy, EVO Best of luck, it's like the wild wild west here",https://app.scrubstr.com/,"December 4, 2022"
Anne Arundel Medical Center,Annapolis,MD,Anonymous,5,5,4,5,5,,,,,,Med-Surg — Syndicated Review,great spot to work at,https://app.scrubstr.com/,"May 18, 2024"
Antelope Valley Hospital,Lancaster,CA,Anonymous,4.5,4.5,4,-,-,,,,,,Syndicated Review,-,https://app.scrubstr.com/,"April 24, 2021"
Arkansas Children's Hospital,Little Rock,AR,Anonymous,4,5,4,-,-,,,,,,Emergency Room — Syndicated Review,"Very busy ER! Management tries hard to staff accordingly. All the ER staff was very friendly and helpful. Definitely welcoming to travelers. Strongly suggest a pediatric background as you are required to cover trauma rooms, very high acuity children, and lots of chronically sick patients. Great teamwork, team leaders always asking if you need help with anything. Charting system is Epic and user friendly. I had access before my first shift. They did ask if I had request off dates, however they do just fill needs when scheduling travelers. So schedule was a little random vs block. Housing is a little tricky as the areas around Little Rock are somewhat poverty stricken with a lot of homeless. I would definitely recommend this Hospital, however strongly recommend pediatric background as you do hit the floor running.",https://app.scrubstr.com/,"December 4, 2021"
Arnot Ogden Medical Center,Elmira,NY,Anonymous,3.5,3,2.5,-,-,,,,,,Med-Surg — Syndicated Review,"Charting was horrendous, system is QuardraMed…think 80’s-90’s software. Won’t go back until upgrades are made. ED is on an entirely different system. No cafeteria at night, no pharmacy tech or transport at night.",https://app.scrubstr.com/,"June 12, 2022"
Arnot Ogden Medical Center,Elmira,NY,Anonymous,3.5,3,2.5,-,-,,,,,,Med-Surg — Syndicated Review,EMR is quadramed. It’s not very user friendly. They have telemetry cell phones that ring when a rhythm is abnormal. They use travelers as sitters quite frequently and it can become quite frustrating. Also travelers are floated first and I was floated up to three times in a shift. It wasn’t a terrible assignment but I learned a lot and will be putting a float clause in my contract.,https://app.scrubstr.com/,"September 18, 2021"
Arrowhead Regional Medical Center,Colton,CA,Anonymous,3,2.5,3,2.5,1,,,,,,Syndicated Review,-,https://app.scrubstr.com/,"January 17, 2024"
Artesia General Hospital,Artesia,NM,Anonymous,4,2,1,-,-,,,,,,Emergency Room — Syndicated Review,Absolutely not a travel friendly hospital. The Director Eileen that was over the emergency department was the worst manager to work under you never knew if she was going to stab you in the back or not. Artesia is in the middle of nowhere with absolutely nothing to do. You have to travel 45 minutes to Roswell to go to eat at a decent restaurant or to do any kind of shopping. Would highly NOT recommend this hospital.,https://app.scrubstr.com/,"December 4, 2021"
Asante Ashland Community Hospital,Ashland,OR,Anonymous,4.5,4.5,5,4.5,4,,,,,,Syndicated Review,-,https://app.scrubstr.com/,"December 23, 2022"
Asante Rogue Regional Medical Center,Medford,OR,Anonymous,3.5,4,2.5,2,3.5,,,,,,Intensive Care — Syndicated Review,"Float!! All day everyday, even multiple times a shift. They hire you for ICU then place you wherever they want. Nurses quitting left and right. Heavily staffed with travelers. Never fully staffed, no breaks. Heavy pt load. Avoid this place if you can. The ICU is the only unit fully staffed, if you get hired for that unit , trust me you will never see it.",https://app.scrubstr.com/,"February 4, 2023"
Asante Rogue Regional Medical Center,Medford,OR,Anonymous,3.5,4,2.5,2,3.5,,,,,,Intensive Care — Syndicated Review,"Hired into ICU and only worked 3 shifts there in 6 months, but tbh for the better as they were not fans of travelers. Stepdown had pretty heavy patients but they tried to stick to good ratios. Bless the IMCU staff nurses for sticking around as long as they have. Lots of floating to the floor which was unexpected for me. Also, dropped my rate 3 times mid contracts but gave 1 month notices. Medford is meh but the surrounding Oregon made it worthwhile.",https://app.scrubstr.com/,"December 4, 2022"
Asante Rogue Regional Medical Center,Medford,OR,Anonymous,3.5,4,2.5,2,3.5,,,,,,Telemetry/Step-down — Syndicated Review,Acuity and ratio was not what was discussed in interview. Was placed in many unsafe assignments and floated to many areas without any brief orientation of them.,https://app.scrubstr.com/,"December 4, 2022"
Asante Rogue Regional Medical Center,Medford,OR,Anonymous,3.5,4,2.5,2,3.5,,,,,,Intensive Care — Syndicated Review,Float city. Call me a boat cause I’m…. Going down to the ER.,https://app.scrubstr.com/,"August 18, 2022"
Asante Rogue Regional Medical Center,Medford,OR,Anonymous,3.5,4,2.5,2,3.5,,,,,,Syndicated Review,"I worked Inpatient Case Management on a very busy Medical floor with 38 patients on the unit. Dept. Manager is Amazing, helpful, accessible. Staff are very friendly, supportive. Busy house. Teaching hospital with frequently rotating residents. Very responsive to patient care. Minimal community resources for d/c needs.",https://app.scrubstr.com/,"April 30, 2023"
Asante Three Rivers Medical Center,Grants Pass,OR,Anonymous,3,4.5,3.5,4.5,4,,,,,,Intensive Care — Syndicated Review,"One of the best Hospitals to travel too. Staff are fun, friendly and helpful. Managers listen, and many have done multiple contracts. Lots of fun things to do locally, including: Hiking, wineries, breweries, short trip to the Oregon coast, skiing, and rafting down the Rogue River.",https://app.scrubstr.com/,"December 4, 2022"
Asante Three Rivers Medical Center,Grants Pass,OR,Anonymous,3,4.5,3.5,4.5,4,,,,,,Med-Surg — Syndicated Review,Ratios are 1:6 but great CNA staff and charge doesn’t take patients. Low to moderate acuity due to hospital size,https://app.scrubstr.com/,"August 17, 2022"
Asante Three Rivers Medical Center,Grants Pass,OR,Anonymous,3,4.5,3.5,4.5,4,,,,,,Emergency Room — Syndicated Review,Great rn staff great er techs…. Docs ughh not awesome. Some of my worst doc interactions in over two decades of nursing,https://app.scrubstr.com/,"April 17, 2023"
Ascension - All Saints,Racine,WI,Anonymous,3.5,4,3.5,-,-,,,,,,Emergency Room — Syndicated Review,"Pace is crazy fast! You had better know your stuff because there is never anyone available to ask questions, too many pts. When I find someone they are nice enough. Holding inpts in ER due to staffing issues upstairs so caring for strokes in hallways. I assume many facilities are feeling this due to shortages but they just keep cramming more pts in. Have not eaten lunch there yet so ?? Cafeteria. The facility is nice the staff if decent it is just insanely busy.",https://app.scrubstr.com/,"December 4, 2021"
Ascension Borgess-lee Memorial Hospital,Dowagiac,MI,Anonymous,4,4,2.5,-,-,,,,,,Surgical — Syndicated Review,"Paper charting in this operating room! Very nice people, VERY small. Only 2 ORs. Cafeteria is great but small with limited hours. No nights or weekends.",https://app.scrubstr.com/,"December 16, 2021"
Ascension Columbia St Marys Hospital Milwaukee,Milwaukee,WI,Anonymous,1.5,1.5,3,1,2.5,,,,,,Telemetry/Step-down — Syndicated Review,"Very unsafe med-surg ratios. Forcing nurses to take 7-9 patients on med-surg/tele and 6-7 on progressive care unit. These instances also happened with no CNA/techs, nurses required to do total patient care on this many patients, some with cardiac drips, bed bound, post-op vitals, etc. Few helpful staff nurses but primarily travelers staff med/surg units. Overnight doctors are very helpful and easy to get ahold of via messaging. But, overall would not recommend this hospital.",https://app.scrubstr.com/,"December 10, 2022"
Ascension Columbia St Marys Hospital Milwaukee,Milwaukee,WI,Anonymous,1.5,1.5,3,1,2.5,,,,,,Intensive Care — Syndicated Review,"Nurses verbally spoke out loud about how they were intentionally screwing over nurses, would give 2 extremely sick patients to traveler while no one helped (they would have 3 open nurses and several nurses with med/surg orders). They didn't assess their patients, let drips run dry and not care. Doctors would physically turn your pumps off or change your drips and not tell you about it then change sedation orders to not go above a certain point while your patient is paralyzed. I had paralyzed patients who the doctor refused to believe a BIS monitor numerous times and cut my sedation by more than half. Patient has tears rolling down their face and was tachy/hypertensive. Dr refused to increase sedation ""because he doesn't believe the patient needs that much"". Was torture watching these patients paralyzed with minimal sedation. Managers brushed it off and staff nurses said to not chart it and do what I wanted! Postoperative cabg nurse took her lunch 5 mins into patient being on floor and was starting to crash and burn. She got real defensive about being interrupted. The family was also in the room in disbelief. Overall, horrible hospital. Phlebotomy didn't come draw icu and prioritized times vs patient need.",https://app.scrubstr.com/,"December 4, 2021"
Ascension Columbia St Marys Hospital Ozaukee,Mequon,WI,Anonymous,2.5,2.5,3,2.5,3,,,,,,Intensive Care — Syndicated Review,The ICU/AAU department is more med/Surg/tele.,https://app.scrubstr.com/,"December 20, 2023"
Ascension Columbia St Marys Hospital Ozaukee,Mequon,WI,Anonymous,2.5,2.5,3,2.5,3,,,,,,Med-Surg — Syndicated Review,"ICU/AAU is marketed as an ICU but it’s more med/Surg/tele. You are working alongside med/Surg nurses that may take 4-6 patients and as an ICU nurse, you would take 4-5 med/Surg patients since there are usually 1-2 ICU patients in the whole unit and mainly staff RNs get the ICU assignment. Then you have “step -down” patients but can either go up in acuity or down—> the latter changing for nurse to patient ratios when they are short staff. Not horrible if you don’t mind med/surg patients but you’d barely have ICU patients.",https://app.scrubstr.com/,"December 20, 2023"
